name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,sym_type,mFilling(w/Gcode),genus,arrowpoly,cable_arr_poly,namel,name0
"<a href=""/flatknot/5.27"">5.27</a>",O1O2O3O4U1O5U3U5U4U2,"[[ 0 -3  1 -1  2  1]
 [ 3  0  3  1  2  1]
 [-1 -3  0 -2  1  1]
 [ 1 -1  2  0  2  1]
 [-2 -2 -1 -2  0  0]
 [-1 -1 -1 -1  0  0]]","[[ 0  2  1  1 -1 -3]
 [-2  0  0 -1 -2 -2]
 [-1  0  0 -1 -1 -1]
 [-1  1  1  0 -2 -3]
 [ 1  2  1  2  0 -1]
 [ 3  2  1  3  1  0]]",True,"[-2, -1, -1, 1, 3, 0, 1, 2, 2, 1, 1, 1, 2, 3, 1]","[-3, -1, 1, 1, 2, 1, 1, 3, 2, 1, 2, 2, -1, 0, 1]",t^{5} + 26 t^{3} + 3 t,t^{6} + 42 t^{4} + 16 t^{2} + 1,"[-3, -1, 1, 1, 2, 1, 1, 3, 3, 0, 1, 1, -1, 0, 1]","[-2, -1, -1, 1, 3, 0, 1, 1, 3, 1, 0, 1, 1, 3, 1]","[-3, -1, 1, 1, 2, 1, 1, 3, 2, 1, 2, 2, -1, 0, 1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{1, 5}, {3, 4}, {2}], [{1, 5}, {4}, {2, 3}], [{1, 5}, {4}, {3}, {2}], [{2, 5}, {1, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{2, 5}, {4}, {1, 3}], [{2, 5}, {4}, {3}, {1}], [{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{3, 5}, {4}, {2}, {1}], [{4, 5}, {1, 3}, {2}], [{4, 5}, {2, 3}, {1}], [{4, 5}, {3}, {1, 2}], [{4, 5}, {3}, {2}, {1}], [{5}, {1, 4}, {2, 3}], [{5}, {1, 4}, {3}, {2}], [{5}, {2, 4}, {1, 3}], [{5}, {2, 4}, {3}, {1}], [{5}, {3, 4}, {1, 2}], [{5}, {3, 4}, {2}, {1}], [{5}, {4}, {1, 3}, {2}], [{5}, {4}, {2, 3}, {1}], [{5}, {4}, {3}, {1, 2}]]",2,- 6 K_1^2 - 2 K_1 K_2 + K_1 + 3 K_2 + K_3 + 2,256*K1**4*K2 - 864*K1**4 + 64*K1**3*K2*K3 - 256*K1**3*K3 + 160*K1**2*K2**3 - 880*K1**2*K2**2 + 64*K1**2*K2*K3**2 + 2168*K1**2*K2 - 160*K1**2*K3**2 - 1328*K1**2 - 256*K1*K2**2*K3 - 32*K1*K2*K3*K4 + 1352*K1*K2*K3 + 168*K1*K3*K4 - 152*K2**4 - 80*K2**2*K3**2 - 8*K2**2*K4**2 + 192*K2**2*K4 - 1030*K2**2 + 64*K2*K3*K5 + 8*K2*K4*K6 - 428*K3**2 - 74*K4**2 - 12*K5**2 - 2*K6**2 + 1064,"<a href=""/flatknot/5.27"">5.27</a>",5.27
"<a href=""/flatknot/5.28"">5.28</a>",O1O2O3O4U1O5U4U3U5U2,"[[ 0 -3  1  0  0  2]
 [ 3  0  3  2  1  2]
 [-1 -3  0 -1 -1  2]
 [ 0 -2  1  0  0  2]
 [ 0 -1  1  0  0  1]
 [-2 -2 -2 -2 -1  0]]","[[ 0  2  1  0  0 -3]
 [-2  0 -2 -1 -2 -2]
 [-1  2  0 -1 -1 -3]
 [ 0  1  1  0  0 -1]
 [ 0  2  1  0  0 -2]
 [ 3  2  3  1  2  0]]",True,"[-2, -1, 0, 0, 3, 2, 1, 2, 2, 1, 1, 3, 0, 1, 2]","[-3, 0, 0, 1, 2, 1, 2, 1, 3, 0, 0, 0, 0, 1, -1]",t^{5} + 29 t^{3} + 3 t,t^{6} + 43 t^{4} + 18 t^{2} + 1,"[-3, 0, 0, 1, 2, 1, 2, 1, 3, 0, 0, 0, 0, 1, -1]","[-2, -1, 0, 0, 3, -1, 0, 1, 3, 0, 0, 1, 0, 1, 2]","[-3, 0, 0, 1, 2, 1, 2, 3, 2, 0, 1, 1, 1, 2, 2]","[0, 0, 0]","[[{3, 5}, {1, 4}, {2}], [{4, 5}, {1, 3}, {2}]]",1,4 K_1^3 - 2 K_1^2 - 2 K_1 K_2 - 2 K_1 + K_2,96*K1**4*K2 - 192*K1**4 + 32*K1**2*K2**3 - 1152*K1**2*K2**2 - 64*K1**2*K2*K4 + 1368*K1**2*K2 - 896*K1**2 + 64*K1*K2**3*K3 - 64*K1*K2**2*K3 - 32*K1*K2**2*K5 + 1032*K1*K2*K3 + 48*K1*K3*K4 - 32*K2**6 + 32*K2**4*K4 - 296*K2**4 - 32*K2**2*K3**2 - 8*K2**2*K4**2 + 272*K2**2*K4 - 552*K2**2 + 16*K2*K3*K5 - 224*K3**2 - 58*K4**2 + 640,"<a href=""/flatknot/5.28"">5.28</a>",5.28
"<a href=""/flatknot/5.29"">5.29</a>",O1O2O3O4U1O5U4U5U2U3,"[[ 0 -3  0  2  0  1]
 [ 3  0  2  3  1  1]
 [ 0 -2  0  1 -1  1]
 [-2 -3 -1  0 -1  1]
 [ 0 -1  1  1  0  1]
 [-1 -1 -1 -1 -1  0]]","[[ 0  2  1  0  0 -3]
 [-2  0  1 -1 -1 -3]
 [-1 -1  0 -1 -1 -1]
 [ 0  1  1  0  1 -1]
 [ 0  1  1 -1  0 -2]
 [ 3  3  1  1  2  0]]",True,"[-2, -1, 0, 0, 3, -1, 1, 1, 3, 1, 1, 1, -1, 1, 2]","[-3, 0, 0, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, -1]",t^{5} + 21 t^{3} + 6 t,t^{6} + 35 t^{4} + 33 t^{2} + 1,"[-3, 0, 0, 1, 2, 1, 2, 3, 2, 1, 0, 1, 0, 1, 2]","[-2, -1, 0, 0, 3, 2, 1, 1, 2, 0, 0, 3, -1, 1, 2]","[-3, 0, 0, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, -1]","[0, 0, 0]","[[{4, 5}, {3}, {1, 2}]]",1,4 K_1^3 - 2 K_1^2 - 2 K_1 K_2 - 2 K_1 + K_2,-32*K1**4 - 192*K1**2*K2**4 + 576*K1**2*K2**3 - 1600*K1**2*K2**2 + 1656*K1**2*K2 - 1100*K1**2 + 192*K1*K2**3*K3 - 448*K1*K2**2*K3 + 1240*K1*K2*K3 + 24*K1*K3*K4 - 32*K2**6 + 32*K2**4*K4 - 488*K2**4 - 112*K2**2*K3**2 - 8*K2**2*K4**2 + 336*K2**2*K4 - 504*K2**2 + 32*K2*K3*K5 - 236*K3**2 - 18*K4**2 + 680,"<a href=""/flatknot/5.29"">5.29</a>",5.29
"<a href=""/flatknot/5.30"">5.30</a>",O1O2O3O4U1O5U4U5U3U2,"[[ 0 -3  1  1  0  1]
 [ 3  0  3  2  1  1]
 [-1 -3  0  0 -1  1]
 [-1 -2  0  0 -1  1]
 [ 0 -1  1  1  0  1]
 [-1 -1 -1 -1 -1  0]]","[[ 0  1  1  1  0 -3]
 [-1  0  1  0 -1 -2]
 [-1 -1  0 -1 -1 -1]
 [-1  0  1  0 -1 -3]
 [ 0  1  1  1  0 -1]
 [ 3  2  1  3  1  0]]",True,"[-1, -1, -1, 0, 3, -1, 0, 1, 2, 1, 1, 1, 1, 3, 1]","[-3, 0, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, -1, -1, 0]",t^{5} + 20 t^{3} + 3 t,t^{6} + 32 t^{4} + 21 t^{2},"[-3, 0, 1, 1, 1, 2, 1, 2, 3, 0, 0, 0, 0, -1, -1]","[-1, -1, -1, 0, 3, -1, -1, 0, 3, 0, 0, 1, 0, 2, 2]","[-3, 0, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, -1, -1, 0]","[0, 0, 0]","[[{3, 5}, {1, 4}, {2}], [{4, 5}, {3}, {1, 2}]]",1,- 4 K_1^2 - 2 K_1 K_2 + K_1 + 2 K_2 + K_3 + 1,-96*K1**4 + 32*K1**3*K2*K3 - 176*K1**2*K2**2 + 312*K1**2*K2 - 96*K1**2*K3**2 - 352*K1**2 + 520*K1*K2*K3 + 96*K1*K3*K4 - 48*K2**4 - 48*K2**2*K3**2 - 8*K2**2*K4**2 + 48*K2**2*K4 - 286*K2**2 + 32*K2*K3*K5 + 8*K2*K4*K6 - 220*K3**2 - 40*K4**2 - 4*K5**2 - 2*K6**2 + 326,"<a href=""/flatknot/5.30"">5.30</a>",5.30
"<a href=""/flatknot/5.31"">5.31</a>",O1O2O3O4U2O5U1U4U5U3,"[[ 0 -3 -2  2  1  2]
 [ 3  0  0  4  2  2]
 [ 2  0  0  2  1  1]
 [-2 -4 -2  0 -1  1]
 [-1 -2 -1  1  0  1]
 [-2 -2 -1 -1 -1  0]]","[[ 0  2  2  1 -2 -3]
 [-2  0  1 -1 -2 -4]
 [-2 -1  0 -1 -1 -2]
 [-1  1  1  0 -1 -2]
 [ 2  2  1  1  0  0]
 [ 3  4  2  2  0  0]]",True,"[-2, -2, -1, 2, 3, -1, 1, 2, 4, 1, 1, 2, 1, 2, 0]","[-3, -2, 1, 2, 2, 0, 2, 2, 4, 1, 1, 2, 1, 1, -1]",t^{5} + 33 t^{3},t^{6} + 55 t^{4} + 23 t^{2},"[-3, -2, 1, 2, 2, 1, 2, 1, 3, 2, 2, 3, 0, 0, -1]","[-2, -2, -1, 2, 3, -1, 0, 3, 3, 0, 2, 1, 2, 2, 1]","[-3, -2, 1, 2, 2, 0, 2, 2, 4, 1, 1, 2, 1, 1, -1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{4, 5}, {1, 3}, {2}]]",1,- 6 K_1^2 - 2 K_1 K_2 + K_1 + 3 K_2 + K_3 + 2,-112*K1**4 + 128*K1**2*K2**3 - 576*K1**2*K2**2 + 888*K1**2*K2 - 80*K1**2*K3**2 - 848*K1**2 + 776*K1*K2*K3 + 136*K1*K3*K4 + 16*K1*K4*K5 - 184*K2**4 - 64*K2**2*K3**2 - 8*K2**2*K4**2 + 88*K2**2*K4 - 462*K2**2 + 64*K2*K3*K5 + 8*K2*K4*K6 - 304*K3**2 - 70*K4**2 - 24*K5**2 - 2*K6**2 + 628,"<a href=""/flatknot/5.31"">5.31</a>",5.31
"<a href=""/flatknot/5.32"">5.32</a>",O1O2O3O4U2O5U1U5U3U4,"[[ 0 -3 -2  1  3  1]
 [ 3  0  0  3  4  1]
 [ 2  0  0  1  2  0]
 [-1 -3 -1  0  1  0]
 [-3 -4 -2 -1  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  3  1  1 -2 -3]
 [-3  0  0 -1 -2 -4]
 [-1  0  0  0  0 -1]
 [-1  1  0  0 -1 -3]
 [ 2  2  0  1  0  0]
 [ 3  4  1  3  0  0]]",True,"[-3, -1, -1, 2, 3, 0, 1, 2, 4, 0, 0, 1, 1, 3, 0]","[-3, -2, 1, 1, 3, 0, 1, 3, 4, 0, 1, 2, 0, 0, 1]",t^{5} + 32 t^{3} + 10 t,t^{6} + 56 t^{4} + 43 t^{2} + 1,"[-3, -2, 1, 1, 3, 1, 1, 3, 2, 2, 3, 3, 0, 1, 2]","[-3, -1, -1, 2, 3, 1, 2, 3, 2, 0, 2, 1, 3, 3, 1]","[-3, -2, 1, 1, 3, 0, 1, 3, 4, 0, 1, 2, 0, 0, 1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{1, 5}, {3, 4}, {2}], [{1, 5}, {4}, {2, 3}], [{1, 5}, {4}, {3}, {2}], [{2, 5}, {1, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{2, 5}, {4}, {1, 3}], [{2, 5}, {4}, {3}, {1}], [{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{3, 5}, {4}, {2}, {1}], [{4, 5}, {1, 3}, {2}], [{4, 5}, {2, 3}, {1}], [{4, 5}, {3}, {1, 2}], [{4, 5}, {3}, {2}, {1}], [{5}, {1, 4}, {2, 3}], [{5}, {1, 4}, {3}, {2}], [{5}, {2, 4}, {1, 3}], [{5}, {2, 4}, {3}, {1}], [{5}, {3, 4}, {1, 2}], [{5}, {3, 4}, {2}, {1}], [{5}, {4}, {1, 3}, {2}], [{5}, {4}, {2, 3}, {1}], [{5}, {4}, {3}, {1, 2}]]",2,8 K_1^3 - 2 K_1^2 - 4 K_1 K_2 - 4 K_1 + K_2,-192*K1**2*K2**4 + 512*K1**2*K2**3 - 1488*K1**2*K2**2 - 64*K1**2*K2*K4 + 1360*K1**2*K2 - 936*K1**2 + 288*K1*K2**3*K3 + 32*K1*K2**2*K3*K4 - 352*K1*K2**2*K3 - 32*K1*K2**2*K5 + 1168*K1*K2*K3 + 48*K1*K3*K4 - 64*K2**6 + 64*K2**4*K4 - 632*K2**4 - 144*K2**2*K3**2 - 48*K2**2*K4**2 + 520*K2**2*K4 - 408*K2**2 + 32*K2*K3*K5 + 8*K2*K4*K6 - 232*K3**2 - 86*K4**2 + 644,"<a href=""/flatknot/5.32"">5.32</a>",5.32
"<a href=""/flatknot/5.33"">5.33</a>",O1O2O3O4U2O5U1U5U4U3,"[[ 0 -3 -2  2  2  1]
 [ 3  0  0  4  3  1]
 [ 2  0  0  2  1  0]
 [-2 -4 -2  0  0  0]
 [-2 -3 -1  0  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  2  2  1 -2 -3]
 [-2  0  0  0 -1 -3]
 [-2  0  0  0 -2 -4]
 [-1  0  0  0  0 -1]
 [ 2  1  2  0  0  0]
 [ 3  3  4  1  0  0]]",True,"[-2, -2, -1, 2, 3, 0, 0, 1, 3, 0, 2, 4, 0, 1, 0]","[-3, -2, 1, 2, 2, 0, 1, 3, 4, 0, 1, 2, 0, 0, 0]",t^{5} + 31 t^{3} + 9 t,t^{6} + 53 t^{4} + 44 t^{2},"[-3, -2, 1, 2, 2, 1, 3, 1, 2, 3, 2, 3, 1, 1, 0]","[-2, -2, -1, 2, 3, 0, 1, 2, 1, 1, 3, 2, 3, 3, 1]","[-3, -2, 1, 2, 2, 0, 1, 3, 4, 0, 1, 2, 0, 0, 0]","[0, 0, 0]","[[{2, 5}, {4}, {1, 3}]]",1,4 K_1^3 - 2 K_1^2 - 2 K_1 K_2 - 2 K_1 + K_2,-64*K1**4 + 32*K1**3*K2*K3 + 32*K1**2*K2**3 - 448*K1**2*K2**2 + 440*K1**2*K2 - 64*K1**2*K3**2 - 392*K1**2 + 64*K1*K2**3*K3 + 600*K1*K2*K3 + 64*K1*K3*K4 - 32*K2**6 + 32*K2**4*K4 - 296*K2**4 - 96*K2**2*K3**2 - 8*K2**2*K4**2 + 168*K2**2*K4 - 176*K2**2 + 64*K2*K3*K5 - 216*K3**2 - 42*K4**2 - 16*K5**2 + 352,"<a href=""/flatknot/5.33"">5.33</a>",5.33
"<a href=""/flatknot/5.34"">5.34</a>",O1O2O3O4U2O5U4U5U1U3,"[[ 0 -1 -2  2  0  1]
 [ 1  0 -1  2  0  1]
 [ 2  1  0  2  1  1]
 [-2 -2 -2  0 -1  1]
 [ 0  0 -1  1  0  1]
 [-1 -1 -1 -1 -1  0]]","[[ 0  2  1  0 -1 -2]
 [-2  0  1 -1 -2 -2]
 [-1 -1  0 -1 -1 -1]
 [ 0  1  1  0  0 -1]
 [ 1  2  1  0  0 -1]
 [ 2  2  1  1  1  0]]",True,"[-2, -1, 0, 1, 2, -1, 1, 2, 2, 1, 1, 1, 0, 1, 1]","[-2, -1, 0, 1, 2, -1, 1, 2, 2, 1, 1, 1, 0, 1, 1]",t^{5} + 15 t^{3} + 3 t,t^{6} + 25 t^{4} + 13 t^{2} + 1,"[-2, -1, 0, 1, 2, 0, 1, 2, 2, 1, 1, 1, 0, 1, 2]","[-2, -1, 0, 1, 2, 2, 1, 1, 2, 0, 1, 2, 1, 1, 0]","[-2, -1, 0, 1, 2, 1, 1, 1, 2, 0, 1, 2, 1, 1, -1]","[0, 0, 0]","[[{1, 5}, {4}, {2, 3}]]",1,- 4 K_1^2 + 2 K_2 + 1,-624*K1**4 + 32*K1**3*K2*K3 - 224*K1**3*K3 - 208*K1**2*K2**2 + 1624*K1**2*K2 - 176*K1**2*K3**2 - 1260*K1**2 + 1064*K1*K2*K3 + 240*K1*K3*K4 - 16*K2**4 + 24*K2**2*K4 - 896*K2**2 - 468*K3**2 - 88*K4**2 + 974,"<a href=""/flatknot/5.34"">5.34</a>",5.34
"<a href=""/flatknot/5.35"">5.35</a>",O1O2O3O4U3O5U1U5U2U4,"[[ 0 -3  0 -1  3  1]
 [ 3  0  2  0  4  1]
 [ 0 -2  0  0  2  0]
 [ 1  0  0  0  1  0]
 [-3 -4 -2 -1  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  3  1  0 -1 -3]
 [-3  0  0 -2 -1 -4]
 [-1  0  0  0  0 -1]
 [ 0  2  0  0  0 -2]
 [ 1  1  0  0  0  0]
 [ 3  4  1  2  0  0]]",True,"[-3, -1, 0, 1, 3, 0, 2, 1, 4, 0, 0, 1, 0, 2, 0]","[-3, -1, 0, 1, 3, 0, 2, 1, 4, 0, 0, 1, 0, 2, 0]",t^{5} + 26 t^{3} + 9 t,t^{6} + 46 t^{4} + 29 t^{2},"[-3, -1, 0, 1, 3, 2, 1, 3, 2, 1, 2, 3, 1, 1, 2]","[-3, -1, 0, 1, 3, 2, 1, 3, 2, 1, 2, 3, 1, 1, 2]","[-3, -1, 0, 1, 3, 0, 2, 1, 4, 0, 0, 1, 0, 2, 0]","[0, 0, 1]","[[{3, 5}, {1, 4}, {2}]]",0,- 4 K_1^2 - 4 K_1 K_2 + 2 K_1 + 2 K_2 + 2 K_3 + 1,-160*K1**4 + 64*K1**3*K2*K3 - 288*K1**2*K2**2 + 416*K1**2*K2 - 192*K1**2*K3**2 - 464*K1**2 + 816*K1*K2*K3 + 192*K1*K3*K4 - 48*K2**4 - 96*K2**2*K3**2 - 16*K2**2*K4**2 + 64*K2**2*K4 - 412*K2**2 + 64*K2*K3*K5 + 16*K2*K4*K6 - 32*K3**4 + 16*K3**2*K6 - 328*K3**2 - 76*K4**2 - 8*K5**2 - 4*K6**2 + 474,"<a href=""/flatknot/5.35"">5.35</a>",5.35
"<a href=""/flatknot/5.36"">5.36</a>",O1O2O3O4U3O5U1U5U4U2,"[[ 0 -3  1 -1  2  1]
 [ 3  0  3  0  3  1]
 [-1 -3  0 -1  1  0]
 [ 1  0  1  0  1  0]
 [-2 -3 -1 -1  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  2  1  1 -1 -3]
 [-2  0  0 -1 -1 -3]
 [-1  0  0  0  0 -1]
 [-1  1  0  0 -1 -3]
 [ 1  1  0  1  0  0]
 [ 3  3  1  3  0  0]]",True,"[-2, -1, -1, 1, 3, 0, 1, 1, 3, 0, 0, 1, 1, 3, 0]","[-3, -1, 1, 1, 2, 0, 1, 3, 3, 0, 1, 1, 0, 0, 1]",t^{5} + 22 t^{3} + 3 t,t^{6} + 38 t^{4} + 12 t^{2},"[-3, -1, 1, 1, 2, 2, 1, 3, 2, 1, 2, 2, 0, 0, 1]","[-2, -1, -1, 1, 3, 0, 1, 2, 2, 0, 1, 1, 2, 3, 2]","[-3, -1, 1, 1, 2, 0, 1, 3, 3, 0, 1, 1, 0, 0, 1]","[0, 0, 0]","[[{1, 5}, {3, 4}, {2}], [{2, 5}, {1, 4}, {3}], [{4, 5}, {3}, {1, 2}]]",1,- 6 K_1^2 - 2 K_1 K_2 + K_1 + 3 K_2 + K_3 + 2,96*K1**4*K2 - 512*K1**4 + 32*K1**3*K2*K3 - 368*K1**2*K2**2 + 712*K1**2*K2 - 32*K1**2*K3**2 - 264*K1**2 + 456*K1*K2*K3 + 56*K1*K3*K4 - 56*K2**4 - 16*K2**2*K3**2 - 8*K2**2*K4**2 + 128*K2**2*K4 - 414*K2**2 + 48*K2*K3*K5 + 8*K2*K4*K6 - 188*K3**2 - 74*K4**2 - 20*K5**2 - 2*K6**2 + 416,"<a href=""/flatknot/5.36"">5.36</a>",5.36
"<a href=""/flatknot/5.37"">5.37</a>",O1O2O3O4U1U2O5U3U4U5,"[[ 0 -3 -1  0  2  2]
 [ 3  0  1  2  3  2]
 [ 1 -1  0  1  2  2]
 [ 0 -2 -1  0  1  2]
 [-2 -3 -2 -1  0  1]
 [-2 -2 -2 -2 -1  0]]","[[ 0  2  2  0 -1 -3]
 [-2  0  1 -1 -2 -3]
 [-2 -1  0 -2 -2 -2]
 [ 0  1  2  0 -1 -2]
 [ 1  2  2  1  0 -1]
 [ 3  3  2  2  1  0]]",True,"[-2, -2, 0, 1, 3, -1, 1, 2, 3, 2, 2, 2, 1, 2, 1]","[-3, -1, 0, 2, 2, 1, 1, 2, 3, 0, 1, 1, 1, 0, -1]",t^{5} + 33 t^{3} + 6 t,t^{6} + 51 t^{4} + 24 t^{2} + 1,"[-3, -1, 0, 2, 2, 1, 1, 2, 3, 0, 1, 1, 1, 0, -1]","[-2, -2, 0, 1, 3, -1, 0, 1, 3, 1, 1, 2, 0, 1, 1]","[-3, -1, 0, 2, 2, 1, 2, 2, 3, 1, 2, 2, 2, 1, -1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{2, 5}, {1, 4}, {3}], [{4, 5}, {3}, {1, 2}]]",1,4 K_1^3 - 4 K_1^2 - 2 K_1 K_2 - 2 K_1 + 2 K_2 + 1,-224*K1**4 - 32*K1**3*K3 - 256*K1**2*K2**4 + 928*K1**2*K2**3 - 2112*K1**2*K2**2 - 64*K1**2*K2*K4 + 1744*K1**2*K2 - 864*K1**2 + 352*K1*K2**3*K3 - 416*K1*K2**2*K3 - 32*K1*K2**2*K5 + 1224*K1*K2*K3 + 8*K1*K3*K4 - 32*K2**6 + 32*K2**4*K4 - 848*K2**4 - 96*K2**2*K3**2 - 8*K2**2*K4**2 + 472*K2**2*K4 - 176*K2**2 + 8*K2*K3*K5 - 168*K3**2 - 28*K4**2 + 586,"<a href=""/flatknot/5.37"">5.37</a>",5.37
"<a href=""/flatknot/5.38"">5.38</a>",O1O2O3O4U1U2O5U4U5U3,"[[ 0 -3 -1  2  1  1]
 [ 3  0  1  3  2  1]
 [ 1 -1  0  2  1  1]
 [-2 -3 -2  0 -1  1]
 [-1 -2 -1  1  0  1]
 [-1 -1 -1 -1 -1  0]]","[[ 0  2  1  1 -1 -3]
 [-2  0  1 -1 -2 -3]
 [-1 -1  0 -1 -1 -1]
 [-1  1  1  0 -1 -2]
 [ 1  2  1  1  0 -1]
 [ 3  3  1  2  1  0]]",True,"[-2, -1, -1, 1, 3, -1, 1, 2, 3, 1, 1, 1, 1, 2, 1]","[-3, -1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 2, -1, -1, 1]",t^{5} + 24 t^{3},t^{6} + 40 t^{4} + 17 t^{2},"[-3, -1, 1, 1, 2, 1, 2, 3, 2, 1, 1, 1, -1, 0, 2]","[-2, -1, -1, 1, 3, 0, 2, 1, 2, 1, 1, 2, 1, 3, 1]","[-3, -1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 2, -1, -1, 1]","[0, 0, 0]","[[{3, 5}, {1, 4}, {2}], [{4, 5}, {3}, {1, 2}]]",1,4 K_1^3 - 2 K_1^2 - 2 K_1 K_2 - 2 K_1 + K_2,-192*K1**2*K2**4 + 256*K1**2*K2**3 - 400*K1**2*K2**2 + 304*K1**2*K2 - 264*K1**2 + 160*K1*K2**3*K3 + 232*K1*K2*K3 + 8*K1*K3*K4 - 32*K2**6 + 32*K2**4*K4 - 152*K2**4 - 48*K2**2*K3**2 - 8*K2**2*K4**2 + 40*K2**2*K4 - 40*K2**2 + 8*K2*K3*K5 - 64*K3**2 - 14*K4**2 + 172,"<a href=""/flatknot/5.38"">5.38</a>",5.38
"<a href=""/flatknot/5.39"">5.39</a>",O1O2O3O4U1U3O5U4U2U5,"[[ 0 -3  0  0  1  2]
 [ 3  0  3  1  2  2]
 [ 0 -3  0 -1  1  2]
 [ 0 -1  1  0  1  1]
 [-1 -2 -1 -1  0  1]
 [-2 -2 -2 -1 -1  0]]","[[ 0  2  1  0  0 -3]
 [-2  0 -1 -1 -2 -2]
 [-1  1  0 -1 -1 -2]
 [ 0  1  1  0  1 -1]
 [ 0  2  1 -1  0 -3]
 [ 3  2  2  1  3  0]]",True,"[-2, -1, 0, 0, 3, 1, 1, 2, 2, 1, 1, 2, -1, 1, 3]","[-3, 0, 0, 1, 2, 0, 2, 2, 3, 1, 0, 0, 0, 1, 0]",t^{5} + 27 t^{3} + 3 t,t^{6} + 41 t^{4} + 24 t^{2} + 1,"[-3, 0, 0, 1, 2, 0, 2, 2, 3, 1, 0, 0, 0, 1, 0]","[-2, -1, 0, 0, 3, 0, 0, 1, 3, 0, 0, 2, -1, 0, 2]","[-3, 0, 0, 1, 2, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{1, 5}, {3, 4}, {2}], [{1, 5}, {4}, {2, 3}], [{1, 5}, {4}, {3}, {2}], [{2, 5}, {1, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{2, 5}, {4}, {1, 3}], [{2, 5}, {4}, {3}, {1}], [{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{3, 5}, {4}, {2}, {1}], [{4, 5}, {1, 3}, {2}], [{4, 5}, {2, 3}, {1}], [{4, 5}, {3}, {1, 2}], [{4, 5}, {3}, {2}, {1}], [{5}, {1, 4}, {2, 3}], [{5}, {1, 4}, {3}, {2}], [{5}, {2, 4}, {1, 3}], [{5}, {2, 4}, {3}, {1}], [{5}, {3, 4}, {1, 2}], [{5}, {3, 4}, {2}, {1}], [{5}, {4}, {1, 3}, {2}], [{5}, {4}, {2, 3}, {1}], [{5}, {4}, {3}, {1, 2}]]",2,- 2 K_1^2 - 2 K_1 K_2 + K_1 + K_2 + K_3,-16*K1**4 + 32*K1**3*K2*K3 - 64*K1**3*K3 - 496*K1**2*K2**2 - 32*K1**2*K2*K4 + 1000*K1**2*K2 - 48*K1**2*K3**2 - 1076*K1**2 - 32*K1*K2**2*K3 + 1000*K1*K2*K3 + 112*K1*K3*K4 + 32*K1*K4*K5 - 184*K2**4 - 64*K2**2*K3**2 - 8*K2**2*K4**2 + 232*K2**2*K4 - 726*K2**2 + 80*K2*K3*K5 + 8*K2*K4*K6 - 388*K3**2 - 118*K4**2 - 40*K5**2 - 2*K6**2 + 796,"<a href=""/flatknot/5.39"">5.39</a>",5.39
